,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
26,Prado,44,BR,1553477793,94,-17.34,-39.22,82.73,13.56
27,Tiksi,36,RU,1553477795,68,71.64,128.87,-1.43,4.16
28,Port-Gentil,88,GA,1553477596,100,-0.72,8.78,80.3,5.73
29,Mar del Plata,0,AR,1553477798,100,-46.43,-67.52,47.45,3.94
30,Zhuanghe,0,CN,1553477601,69,39.7,122.97,50.0,1.99
31,Kirkwall,36,GB,1553477725,75,58.98,-2.96,44.01,17.22
32,Lorengau,56,PG,1553477802,97,-2.02,147.27,83.09,10.65
33,Vila do Maio,40,CV,1553475600,60,15.13,-23.22,69.8,5.82
34,Baiyin,0,CN,1553475600,25,36.55,104.13,39.2,2.24
35,Necochea,24,AR,1553477214,65,-38.55,-58.74,55.99,8.01
36,Vila Franca do Campo,20,PT,1553477515,82,37.72,-25.43,57.2,11.41
37,Castro,0,CL,1553475600,87,-42.48,-73.76,50.0,10.29
38,Havoysund,75,NO,1553475000,54,71.0,24.66,28.4,21.92
39,Cabinda,92,AO,1553477813,100,-5.56,12.19,80.57,6.96
40,Airai,24,TL,1553477814,75,-8.93,125.41,81.29,1.59
41,Mahebourg,75,MU,1553477639,83,-20.41,57.7,80.6,12.75
42,Upernavik,12,GL,1553477817,100,72.79,-56.15,-1.25,25.52
43,Esperance,20,TT,1553477475,78,10.24,-61.45,77.0,5.82
44,Provideniya,90,RU,1553475600,95,64.42,-173.23,32.0,11.18
45,Port Alfred,92,ZA,1553477813,94,-33.59,26.89,71.01,5.99
46,Busselton,0,AU,1553477718,35,-33.64,115.35,64.99,17.81
47,Butaritari,80,KI,1553477825,100,3.07,172.79,78.95,4.38
48,Potchefstroom,0,ZA,1553477827,87,-26.71,27.1,56.72,3.49
49,Deutschlandsberg,40,AT,1553477825,75,46.81,15.21,48.0,3.36
50,Aquiraz,40,BR,1553477301,94,-3.9,-38.39,79.0,5.82
51,Surgut,0,RU,1553475600,74,61.25,73.4,28.4,4.47
52,Tucurui,64,BR,1553477833,96,-3.77,-49.67,74.45,2.37
53,Codrington,24,AU,1553477749,38,-28.95,153.24,93.0,10.29
54,Cururupu,92,BR,1553477836,94,-1.82,-44.87,77.6,3.94
55,Kingaroy,88,AU,1553477717,51,-26.54,151.84,87.01,9.17
56,San Isidro,0,PH,1553477841,56,16.74,121.63,85.43,3.6
57,Arraial do Cabo,20,BR,1553477843,94,-22.97,-42.02,77.6,8.97
58,Skjervoy,88,NO,1553477844,100,70.03,20.97,32.78,12.44
59,Saldanha,0,PT,1553477846,63,41.42,-6.55,43.58,7.63
60,Katherine,40,AU,1553475600,66,-14.47,132.26,89.6,9.17
61,Cidreira,44,BR,1553477850,73,-30.17,-50.22,69.68,9.64
62,Abu Kamal,36,SY,1553477851,93,34.45,40.92,46.64,16.24
63,Lompoc,1,US,1553477794,67,34.64,-120.46,63.0,6.93
64,Chimbote,32,PE,1553477854,90,-9.08,-78.59,68.78,5.5
65,Cap Malheureux,75,MU,1553477639,83,-19.98,57.61,80.6,12.75
66,Estepa,12,ES,1553477491,87,37.29,-4.88,57.0,1.12
67,Norman Wells,90,CA,1553475600,86,65.28,-126.83,30.2,11.99
68,Walvis Bay,48,NA,1553475736,82,-22.95,14.51,60.01,3.36
69,Clyde River,90,CA,1553475900,75,70.47,-68.59,-14.81,36.91
70,Kruisfontein,100,ZA,1553477864,91,-34.0,24.73,65.45,13.11
71,Geraldton,5,CA,1553475600,31,49.72,-86.95,19.4,8.05
72,Kodiak,90,US,1553477823,93,39.95,-94.76,52.0,6.93
73,Bayan,76,MN,1553477869,29,47.25,107.54,38.45,7.74
74,Hermanus,80,ZA,1553477485,96,-34.42,19.24,64.99,2.15
75,Barrow,88,AR,1553477872,84,-38.31,-60.23,56.18,10.98
76,El Reno,1,US,1553477837,76,35.53,-97.96,60.01,9.17
77,Nikolskoye,0,RU,1553477796,83,59.7,30.79,34.0,6.71
78,New Norfolk,40,AU,1553477654,62,-42.78,147.06,57.2,31.09
79,Yar-Sale,68,RU,1553477878,93,66.83,70.83,28.91,17.58
80,Rocha,76,UY,1553477816,72,-34.48,-54.34,62.57,17.02
81,Hithadhoo,76,MV,1553477882,100,-0.6,73.08,83.27,7.52
82,Albany,20,US,1553477600,48,42.65,-73.75,43.0,3.36
83,Beringovskiy,76,RU,1553477885,97,63.05,179.32,33.23,12.1
84,Toora-Khem,68,RU,1553477888,70,52.47,96.11,33.5,3.49
85,Mandvi,0,IN,1553475600,60,21.25,73.3,73.4,4.05
86,Ushuaia,40,AR,1553475600,70,-54.81,-68.31,42.8,10.29
87,Nouadhibou,40,MR,1553475600,82,20.93,-17.03,64.4,4.7
88,Lavrentiya,88,RU,1553477894,96,65.58,-170.99,32.6,18.25
89,Bluff,0,AU,1553477871,53,-23.58,149.07,89.93,4.5
90,Sungaipenuh,8,ID,1553477759,75,-2.08,101.38,76.61,1.48
91,Pacific Grove,1,US,1553477807,44,36.62,-121.92,62.01,6.93
92,Acajutla,0,SV,1553477752,75,13.59,-89.83,73.0,1.01
93,Cabo San Lucas,5,MX,1553477752,21,22.89,-109.91,80.6,10.29
94,Gengenbach,90,DE,1553477831,66,48.4,8.02,48.2,9.17
95,Moskovskiy,0,RU,1553477869,86,55.6,37.35,32.0,6.71
96,Huarmey,8,PE,1553477905,89,-10.07,-78.15,65.18,3.04
97,East London,12,ZA,1553477906,100,-33.02,27.91,72.65,17.13
98,Hobart,40,AU,1553477654,49,-42.88,147.33,57.2,31.09
99,Katsuura,75,JP,1553476371,57,33.93,134.5,53.01,4.7
100,Paredon,88,BO,1553477911,95,-18.93,-65.16,50.6,1.92
101,Abbeville,0,FR,1553477509,75,50.11,1.83,46.4,11.41
102,Bredasdorp,92,ZA,1553477485,87,-34.53,20.04,60.8,4.7
103,Cape Town,40,ZA,1553477781,88,-33.93,18.42,66.99,12.75
104,Egvekinot,64,RU,1553477906,84,66.32,-179.17,9.56,4.05
105,Sobolevo,0,RU,1553477921,70,54.43,31.9,19.55,3.15
106,Puerto Ayora,75,EC,1553477472,78,-0.74,-90.35,80.6,10.29
107,Honiara,56,SB,1553477924,86,-9.43,159.96,81.65,2.48
108,Ambilobe,44,MG,1553477925,95,-13.19,49.05,73.19,1.7
109,Quesnel,20,CA,1553476831,46,52.98,-122.49,50.0,8.05
110,Half Moon Bay,1,US,1553477919,66,37.46,-122.43,64.99,3.36
111,Kurchum,64,KZ,1553477933,100,48.57,83.65,26.3,3.49
112,Sumenep,44,ID,1553477864,100,-7.02,113.87,80.66,2.37
113,Rock Sound,92,BS,1553477936,100,24.9,-76.2,73.28,10.09
114,Valdivia,0,CL,1553475600,67,-39.81,-73.25,59.0,9.17
115,Ribeira Grande,64,PT,1553477941,100,38.52,-28.7,58.7,1.03
116,Victoria,75,BN,1553475600,74,5.28,115.24,84.2,1.7
117,Hirara,75,JP,1553475600,83,24.8,125.28,77.0,16.11
118,Ostrovnoy,80,RU,1553477946,90,68.05,39.51,26.21,11.65
119,Tanete,0,ID,1553477948,58,-3.94,119.78,92.36,4.38
120,Ust-Kan,92,RU,1553477950,92,50.93,84.77,27.47,2.48
121,Porto Novo,20,BR,1553475600,88,-23.68,-45.44,69.8,3.36
122,Kristinehamn,36,SE,1553477934,100,59.31,14.11,37.4,3.36
123,Alexandria,1,US,1553477552,64,31.31,-92.44,70.0,8.05
124,Buraydah,20,SA,1553475600,73,26.33,43.97,75.2,12.75
125,Orlik,80,RU,1553477961,74,52.51,99.83,24.41,3.6
126,Keningau,75,MY,1553475600,70,5.33,116.16,87.8,8.05
127,Carnarvon,0,ZA,1553477966,51,-30.97,22.13,56.63,7.74
128,Leningradskiy,92,RU,1553477968,100,69.38,178.42,6.95,12.66
129,Elizabeth City,1,US,1553477638,47,36.3,-76.22,61.0,10.29
130,Eppelborn,20,DE,1553477951,74,49.41,6.96,39.99,5.82
131,Praia da Vitoria,40,PT,1553477554,87,38.73,-27.07,57.2,9.64
132,Puri,20,ID,1553472000,88,-7.54,112.45,80.6,4.7
133,Sao Jose da Coroa Grande,36,BR,1553477977,95,-8.9,-35.15,76.88,4.5
134,Malindi,12,KE,1553477979,93,-3.22,40.12,75.26,4.61
135,Redmond,75,US,1553477735,58,47.67,-122.12,57.0,6.93
136,Port Lincoln,0,AU,1553477985,82,-34.72,135.86,64.37,20.27
137,Abu Samrah,12,SY,1553477986,90,35.3,37.18,40.7,3.04
138,Ilave,92,PE,1553477987,100,-16.09,-69.64,43.85,3.94
139,Pauini,24,BR,1553477991,88,-7.71,-67.0,77.6,5.39
140,Souillac,90,FR,1553477768,76,45.6,-0.6,50.0,9.17
141,Kapaa,75,US,1553477608,73,22.08,-159.32,78.8,14.99
142,Antanifotsy,56,MG,1553477995,97,-19.66,47.32,58.25,1.59
143,Poltavka,80,RU,1553477997,88,54.36,71.76,24.14,7.07
144,Punta Arenas,90,CL,1553477587,81,-53.16,-70.91,46.4,13.87
145,Ewa Beach,1,US,1553477854,54,21.32,-158.01,82.4,6.93
146,Belle Fourche,90,US,1553477957,86,44.67,-103.85,41.0,4.7
147,Thompson,40,CA,1553475600,28,55.74,-97.86,19.4,5.82
148,Alofi,0,NU,1553475600,51,-19.06,-169.92,86.0,14.99
149,Nola,92,CF,1553478006,99,3.52,16.05,69.5,1.7
150,Pokrovsk,8,UA,1553478007,92,48.28,37.18,31.79,8.08
151,Cascais,0,PT,1553478002,54,38.7,-9.42,60.01,3.36
152,Wattegama,0,LK,1553478010,54,7.35,80.68,78.77,3.94
153,Mehran,90,IR,1553475600,81,33.12,46.17,53.6,13.87
154,Nazca,0,PE,1553478013,81,-14.83,-74.94,63.65,0.92
155,Nelson,88,CA,1553477890,88,49.49,-117.29,38.63,1.14
156,Hilo,90,US,1553477963,64,19.71,-155.08,75.2,10.29
157,Chuy,24,UY,1553478017,85,-33.69,-53.46,61.58,16.02
158,Bitung,40,ID,1553475600,70,1.44,125.19,86.0,3.36
159,Adrar,0,DZ,1553475600,27,27.87,-0.29,62.6,9.17
160,Champerico,5,MX,1553474940,57,16.38,-93.6,80.6,18.34
161,Belmonte,0,PT,1553477417,77,40.36,-7.35,42.01,4.61
162,Tanout,68,NE,1553478026,16,14.97,8.88,75.8,12.55
163,Sedan,0,FR,1553478005,69,49.7,4.94,39.0,10.29
164,Sabha,0,LY,1553478029,69,27.03,14.43,50.42,8.41
165,Port Pirie,75,AU,1553475600,42,-33.18,138.01,66.2,16.11
166,Helena,90,US,1553477777,88,46.59,-112.04,37.4,6.93
167,Khatanga,80,RU,1553478033,79,71.98,102.47,10.46,12.21
168,Biloela,0,AU,1553478035,50,-24.4,150.51,88.58,5.61
169,Dikson,92,RU,1553477819,96,73.51,80.55,29.27,31.34
170,Muzhi,8,RU,1553478038,77,65.4,64.7,23.87,13.0
171,Menongue,20,AO,1553478040,40,-14.66,17.68,67.07,4.61
172,Bambous Virieux,75,MU,1553477939,83,-20.34,57.76,80.6,12.75
173,Shimoda,20,JP,1553477586,57,34.7,138.93,55.4,4.7
174,Qandala,0,SO,1553478046,72,11.47,49.87,65.99,3.04
175,Tabas,44,IR,1553475600,48,33.6,56.92,64.4,2.24
176,Salinopolis,88,BR,1553477751,97,-0.61,-47.36,80.57,11.99
177,Maceio,40,BR,1553475600,83,-9.67,-35.74,78.8,3.36
178,El Dorado,0,VE,1553478054,49,6.71,-61.64,81.38,4.94
179,Hambantota,5,LK,1553476200,100,6.12,81.12,73.4,4.7
180,Arlit,64,NE,1553478057,30,18.74,7.39,68.69,7.18
181,Port Hardy,20,CA,1553475600,62,50.7,-127.42,53.6,6.93
182,Sarulesti,0,RO,1553477891,42,44.42,26.65,48.99,4.7
183,Lagoa,0,PT,1553478018,76,37.14,-8.45,59.0,6.93
184,Chunskiy,88,RU,1553478067,79,56.08,99.63,27.56,6.4
185,Ulkan,0,RU,1553478069,50,57.24,107.32,13.25,3.6
186,Atuona,8,PF,1553478070,100,-9.8,-139.03,82.37,16.02
187,Konevo,0,BG,1553477412,77,41.67,25.61,39.0,2.37
188,Cherskiy,0,RU,1553478073,60,68.75,161.3,4.52,7.96
189,Salalah,40,OM,1553475000,78,17.01,54.1,77.0,5.82
190,Nachalovo,0,RU,1553475600,86,46.34,48.19,33.8,15.66
191,Hamilton,75,BM,1553477916,59,32.3,-64.78,60.8,4.05
192,Tazovskiy,76,RU,1553478080,88,67.47,78.7,23.06,16.13
193,Tuatapere,68,NZ,1553478005,88,-46.13,167.69,66.0,15.46
194,Guiratinga,100,BR,1553478083,46,-16.35,-53.76,82.82,8.63
195,Chokurdakh,8,RU,1553478084,87,70.62,147.9,-3.14,4.61
196,Yeppoon,40,AU,1553475600,49,-23.13,150.74,89.6,6.93
197,Yuxia,0,CN,1553475600,28,34.06,108.63,55.4,2.24
198,Guerrero Negro,0,MX,1553477878,82,27.97,-114.04,59.42,9.19
199,Yellowknife,20,CA,1553477737,63,62.45,-114.38,28.0,13.87
200,Doha,92,QA,1553475600,78,25.29,51.53,73.4,18.34
201,Raudeberg,68,NO,1553478003,93,61.99,5.14,37.99,3.36
202,Kang,8,BW,1553478098,57,-23.67,22.79,65.63,7.52
203,Zhanaozen,92,KZ,1553478099,83,43.35,52.85,43.85,16.13
204,Saint-Pierre,0,FR,1553477828,74,48.95,4.24,37.4,1.12
205,Port Hawkesbury,75,CA,1553478055,51,45.62,-61.36,37.0,9.17
206,Constantine,0,DZ,1553475600,87,36.36,6.61,44.6,2.15
207,Pangody,88,RU,1553478105,90,65.85,74.49,26.3,14.45
208,Marawi,100,PH,1553478107,77,8.0,124.29,74.27,3.38
209,Kaeo,100,NZ,1553477884,76,-35.1,173.78,70.0,5.99
210,Coquimbo,90,CL,1553475600,87,-29.95,-71.34,57.2,5.82
211,South Lyon,90,US,1553478083,52,42.45,-83.66,50.0,5.82
212,Mehamn,20,NO,1553478114,80,71.03,27.85,25.58,11.65
213,Nikolsk,88,RU,1553478115,87,59.53,45.45,31.25,8.19
214,Bubaque,100,GW,1553478117,100,11.28,-15.83,76.43,14.79
215,Ca Mau,68,VN,1553478118,74,9.18,105.15,85.88,14.23
216,Shelburne,90,CA,1553477776,86,44.08,-80.2,36.0,5.82
217,Ust-Kuyga,0,RU,1553478121,82,70.0,135.55,-5.66,4.16
218,Vuktyl,88,RU,1553478123,84,63.86,57.31,32.33,7.74
219,Talnakh,92,RU,1553478062,91,69.49,88.39,22.97,16.13
220,Taitung,20,TW,1553475600,57,22.76,121.15,78.8,2.24
221,Tessalit,76,ML,1553478127,21,20.2,1.01,69.14,2.93
222,Launceston,75,AU,1553477757,50,-41.43,147.14,55.4,24.16
223,Finschhafen,92,PG,1553478129,82,-6.6,147.85,80.21,2.37
224,Tasiilaq,92,GL,1553475000,85,65.61,-37.64,21.2,35.57
225,Kosai,20,JP,1553477936,35,34.71,137.53,64.0,14.99
226,Aklavik,75,CA,1553475600,55,68.22,-135.01,33.8,2.24
227,Jena,20,DE,1553478126,73,50.93,11.59,41.0,8.05
228,Mandera,0,ET,1553477435,18,3.94,41.86,79.0,3.0
229,Benguela,64,AO,1553478138,100,-12.58,13.4,77.87,3.94
230,Diu,0,IN,1553478139,32,20.71,70.98,81.38,12.55
231,Hofn,68,IS,1553478141,100,64.25,-15.21,36.29,8.19
232,Nuuk,88,GL,1553475000,69,64.17,-51.74,39.2,5.82
233,Pontianak,40,ID,1553475600,88,-0.02,109.34,80.6,4.16
234,Dauphin,1,CA,1553475600,57,51.15,-100.04,23.0,4.7
235,Svetlogorsk,90,RU,1553475600,92,53.14,59.15,30.2,4.47
236,Magadi,0,IN,1553477748,88,12.96,77.22,89.01,4.7
237,Carutapera,92,BR,1553478149,94,-1.2,-46.02,78.14,6.62
238,Hasaki,20,JP,1553477592,57,35.73,140.83,57.0,6.93
239,Luanda,75,AO,1553475600,78,-8.83,13.24,77.0,6.93
240,Yumen,0,CN,1553478153,40,40.29,97.04,47.9,4.72
241,Tahe,56,CN,1553478155,59,52.34,124.71,22.34,4.5
242,Sorland,64,NO,1553478150,100,67.67,12.69,38.09,20.83
243,Fortuna,0,ES,1553478149,54,38.18,-1.13,53.6,3.36
244,Singkang,75,MY,1553475600,74,2.1,102.8,82.4,5.82
245,Ugoofaaru,0,MV,1553478146,100,5.67,73.0,83.81,11.77
246,Ahipara,92,NZ,1553478162,87,-35.17,173.16,68.87,13.44
247,Dunedin,76,NZ,1553478151,85,-45.87,170.5,66.0,5.99
248,Zambezi,24,ZM,1553478166,93,-13.55,23.12,64.82,3.94
249,Usinsk,24,RU,1553478167,88,66.0,57.56,29.0,11.99
250,Pacayas,20,CR,1553478042,53,9.92,-83.81,71.6,17.22
251,Hrob,75,CZ,1553478102,93,50.66,13.73,43.0,4.7
252,Gandajika,48,CD,1553478172,98,-6.75,23.95,67.88,2.59
253,Te Anau,92,NZ,1553478102,93,-45.41,167.72,62.57,13.44
254,Touros,20,BR,1553475600,83,-5.2,-35.46,82.4,9.17
255,Severo-Kurilsk,68,RU,1553477901,100,50.68,156.12,27.65,17.25
256,North Bend,1,US,1553478012,66,43.41,-124.22,55.99,6.93
257,Solnechnyy,0,RU,1553478180,71,50.72,136.64,25.49,3.6
258,Sombrio,8,BR,1553478182,97,-29.11,-49.63,69.5,2.93
259,Presque Isle,1,US,1553475240,42,46.68,-68.02,33.8,3.36
260,Aden,20,YE,1553477923,98,12.79,45.03,79.22,18.7
261,Iranshahr,0,IR,1553478186,80,27.21,60.69,52.22,2.93
262,Rudnya,68,RU,1553478187,94,50.8,44.56,24.68,8.52
263,Tilichiki,12,RU,1553478189,81,60.47,166.1,18.2,8.52
264,Kavaratti,0,IN,1553478191,100,10.57,72.64,83.18,4.38
265,Bandarbeyla,92,SO,1553478192,100,9.49,50.81,78.05,2.59
266,San Blas,5,MX,1553474880,53,21.54,-105.29,75.2,8.05
267,Naze,40,NG,1553475600,94,5.43,7.07,77.0,4.94
268,Christchurch,68,NZ,1553478003,39,-43.53,172.64,84.99,13.87
269,Macau,64,BR,1553478198,97,-5.11,-36.64,72.11,3.15
270,Marsa Matruh,0,EG,1553478128,65,31.35,27.25,53.21,15.01
271,Kahului,40,US,1553478160,57,20.89,-156.47,80.6,19.46
272,Muros,0,ES,1553478170,66,42.77,-9.06,60.01,2.24
273,Kjollefjord,20,NO,1553478204,80,70.95,27.35,25.58,11.65
274,Emba,0,CY,1553475600,61,34.81,32.42,50.0,10.29
275,Biak,44,ID,1553478208,79,-0.91,122.88,85.52,2.48
276,Mount Gambier,40,AU,1553476200,58,-37.83,140.78,55.4,25.28
277,Jinchang,0,CN,1553478210,77,38.52,102.19,36.83,7.4
278,Castrovillari,68,IT,1553478191,64,39.82,16.2,54.0,3.0
279,Southampton,0,GB,1553477946,80,50.9,-1.4,44.01,3.36
280,Gewane,0,ET,1553478215,85,10.16,40.66,63.92,2.59
281,Gao,92,ML,1553478217,24,16.28,-0.04,81.11,7.07
282,Rawalpindi,0,PK,1553477934,77,33.6,73.06,57.0,1.01
283,Poninka,64,UA,1553478220,79,50.19,27.56,27.92,2.93
284,Kununurra,0,AU,1553475600,52,-15.77,128.74,91.4,12.75
285,Arkansas City,1,US,1553478165,77,37.06,-97.04,59.0,8.05
286,Fevik,12,NO,1553478005,97,58.38,8.68,35.6,1.12
287,Sioux Lookout,20,CA,1553475600,34,50.1,-91.92,24.8,4.7
288,Margate,40,AU,1553478195,90,-43.03,147.26,57.2,31.09
289,Gornopravdinsk,12,RU,1553478229,86,60.06,69.92,27.47,7.18
290,Lebu,0,ET,1553478230,75,8.96,38.73,43.13,3.04
291,Koygorodok,68,RU,1553478232,82,60.44,51.01,29.72,6.96
292,Sabang,64,PH,1553478233,84,13.72,123.58,80.12,10.42
293,Bethanien,0,NA,1553478235,46,-26.5,17.16,56.9,4.38
294,Sudak,0,UA,1553478236,100,44.85,34.97,28.37,3.04
295,Port Hedland,75,AU,1553477160,88,-20.31,118.58,78.8,21.92
296,Mahajanga,20,MG,1553475600,94,-15.72,46.32,78.8,8.08
297,Sidney,90,US,1553478125,100,47.72,-104.16,28.99,9.17
298,Punakha,0,BT,1553478242,37,27.58,89.86,47.63,0.92
299,Iqaluit,90,CA,1553477562,77,63.75,-68.52,1.4,10.29
300,Tlapacoyan,0,MX,1553478245,90,19.96,-97.21,57.35,0.92
301,Pisco,0,PE,1553475600,78,-13.71,-76.2,71.6,17.22
302,Georgetown,40,GY,1553475600,83,6.8,-58.16,80.6,11.41
303,Djenne,68,ML,1553478249,55,13.91,-4.55,79.4,3.6
304,Paamiut,76,GL,1553478221,85,61.99,-49.67,34.67,48.9
305,Saint-Georges,8,CA,1553477469,90,46.12,-70.67,28.0,1.01
306,Coihaique,0,CL,1553475600,81,-45.58,-72.07,46.4,2.04
307,Los Llanos de Aridane,90,ES,1553478065,63,28.66,-17.92,62.6,5.82
308,Gat,0,SN,1553475600,88,14.69,-16.54,64.4,11.41
309,Olinda,40,EC,1553478019,83,-2.03,-79.75,80.6,11.41
310,Robertsport,64,LR,1553478260,98,6.75,-11.37,82.64,8.19
311,Zhigansk,0,RU,1553478190,64,66.77,123.37,3.35,6.4
312,Luganville,92,VU,1553478263,100,-15.51,167.18,79.67,15.12
313,Laguna,5,MX,1553474520,29,27.52,-110.01,78.8,6.93
314,Princeton,90,US,1553478123,93,41.37,-89.46,48.99,12.75
315,Genhe,68,CN,1553478058,57,50.78,121.52,16.85,13.78
316,Mercedes,20,UY,1553478269,74,-33.25,-58.03,60.77,10.65
317,Pucallpa,40,PE,1553475600,88,-8.38,-74.54,78.8,2.24
318,Thinadhoo,68,MV,1553478272,100,0.53,72.93,84.08,8.52
319,Avera,1,US,1553478238,48,33.19,-82.53,66.2,3.6
320,Dawei,8,MM,1553478275,54,14.07,98.19,87.59,1.36
321,Riacho de Santana,88,BR,1553478277,94,-13.61,-42.94,70.49,4.61
322,Vardo,1,US,1553478254,66,39.62,-77.74,54.0,4.16
323,Port Blair,40,IN,1553475600,88,11.67,92.75,77.0,2.24
324,Aksu,90,KZ,1553475600,100,52.04,76.93,23.0,4.38
325,Sotnikovskoye,0,RU,1553478284,83,45.0,43.79,28.82,8.52
326,Juruti,8,BR,1553478286,86,-2.16,-56.09,78.32,2.37
327,Nome,90,US,1553478238,83,30.04,-94.42,70.0,8.05
328,Narrabri,40,AU,1553475600,51,-30.33,149.78,80.6,11.41
329,San Cristobal,90,EC,1553477521,93,-0.39,-78.55,57.2,8.05
330,Tommot,64,RU,1553478292,61,58.97,126.27,14.69,6.06
331,Dubbo,75,AU,1553475600,88,-32.25,148.6,68.0,5.82
332,Wewak,68,PG,1553478295,85,-3.55,143.63,81.65,1.7
333,Cairns,40,AU,1553475600,70,-16.92,145.77,86.0,11.41
334,Taloqan,32,AF,1553478298,62,36.74,69.54,38.99,2.15
335,Faya,0,SA,1553475600,63,18.39,42.45,64.4,9.17
336,Moba,20,CD,1553478301,99,-7.04,29.77,67.43,2.48
337,Siwana,20,IN,1553478302,44,25.65,72.42,74.0,4.5
338,Faanui,20,PF,1553478069,97,-16.48,-151.75,85.61,10.98
339,Constitucion,5,MX,1553474760,7,23.99,-104.67,78.8,6.93
340,Acoyapa,0,NI,1553478308,52,11.97,-85.17,79.13,11.1
341,Inverness,32,GB,1553478307,81,57.48,-4.23,43.0,14.99
342,Lodhikheda,0,IN,1553475600,45,21.58,78.83,68.0,4.5
343,Udachnyy,0,RU,1553478311,68,66.42,112.4,6.5,3.38
344,Jiayuguan,0,CN,1553478314,65,39.77,98.29,36.2,4.16
345,Longyearbyen,75,NO,1553475000,72,78.22,15.63,10.4,12.75
346,Limbdi,12,IN,1553478317,29,22.57,71.81,82.73,8.19
347,Ewo,32,CG,1553478318,94,-0.88,14.81,70.85,6.51
348,Khasan,0,RU,1553478320,69,42.43,130.64,45.02,3.04
349,Luderitz,20,NA,1553478160,92,-26.65,15.16,57.8,13.67
350,Russell,0,AR,1553475600,45,-33.01,-68.8,66.2,3.36
351,Dawson Creek,20,CA,1553475600,70,55.76,-120.23,44.6,2.24
352,Lamar,90,US,1553477471,58,38.09,-102.62,55.4,13.87
353,Nanortalik,88,GL,1553478327,94,60.14,-45.24,31.25,35.81
354,Bose,0,IT,1553478324,46,45.46,8.01,55.99,4.7
355,San Vicente de Canete,36,PE,1553478331,93,-13.08,-76.38,63.83,0.58
356,Strezhevoy,75,RU,1553475600,79,60.73,77.6,26.6,4.47
357,Vangaindrano,80,MG,1553478287,99,-23.35,47.6,69.68,2.59
358,La Ronge,20,CA,1553475600,53,55.1,-105.3,24.8,4.7
359,Lithgow,92,AU,1553478127,88,-33.48,150.16,71.01,10.29
360,Palana,76,RU,1553478337,65,59.08,159.95,15.68,6.96
361,Pimentel,92,BR,1553478339,98,-3.7,-45.5,73.37,2.71
362,Marzuq,0,YE,1553478340,57,14.4,46.47,55.01,6.73
363,Japura,64,ID,1553478342,86,-0.42,102.29,80.03,2.71
364,Maniitsoq,80,GL,1553478344,71,65.42,-52.9,32.69,14.0
365,Sao Filipe,20,CV,1553478345,100,14.9,-24.5,68.6,9.98
366,Neuquen,0,AR,1553475600,39,-38.95,-68.06,62.6,8.05
367,College,75,US,1553478245,36,64.86,-147.8,48.2,8.05
368,Akhtubinsk,12,RU,1553478135,90,48.29,46.17,32.78,13.44
369,Eureka,1,US,1553478329,100,40.8,-124.16,59.0,9.17
370,Westport,92,IE,1553478184,84,53.8,-9.52,48.0,1.99
371,Dezful,92,IR,1553478354,97,32.38,48.4,59.51,16.58
372,Filingue,48,NE,1553478355,30,14.35,3.32,75.62,7.96
373,Rosario,32,UY,1553474729,75,-34.31,-57.35,57.99,1.99
374,San Patricio,44,PY,1553478160,81,-26.98,-56.83,68.33,2.15
375,Ushtobe,12,KZ,1553478360,91,45.25,77.98,45.38,4.38
